ref,title,author,lastRunTime,totalVotes,competition,domain,dataDependency,codeDependency,awareness,modularity,configurableOptions,scalability,readability,performance,duplicateCodeElimination
klyusba/lasso-model-for-regression-problem,Lasso model for regression problem,Boris Klyus,2016-09-19 06:43:58.637000,187,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
eisgandar/house-prices-predictions-jump-top-1,🏠 House Prices Predictions Jump Top 1% ,Mustanger,2022-12-01 16:28:21.710000,185,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
fedesoriano/house-prices-what-s-a-good-score,House Prices: What’s a good score?🏠,fedesoriano,2022-01-01 20:10:40.737000,181,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
andreshg/house-price-eda-and-prediction,🏡 House Price - EDA and Prediction,AndresHG,2021-03-28 16:30:09.693000,181,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
carlmcbrideellis/feature-selection-using-the-boruta-shap-package,Feature selection using the Boruta-SHAP package,Carl McBride Ellis,2020-10-19 10:38:59.800000,180,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
samanfatima7/house-prediction-adv-regression-v1-r2-0-9337,House Prediction: Adv. Regression V1 | R2: 0.9337,Saman Fatima,2024-02-02 21:28:11.563000,179,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
miguelfzzz/house-price-prediction-lasso-ridge-and-more,"House Price Prediction: Lasso, Ridge and More",Miguel Fzzz,2021-10-17 00:24:49.543000,179,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
siddheshpujari/eda-and-prediction-of-house-price,EDA and Prediction of House Price ,Siddhesh Pujari,2020-06-06 08:58:05.037000,179,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
wkevin/house-prices,House Prices 边学边练 进入前百,wkevin,2018-08-24 06:44:43.220000,178,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
fiorenza2/journey-to-the-top-10,Journey to the top 10%,PhilipBall,2017-07-18 16:16:00.387000,178,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
abhinand05/predicting-housingprices-simple-approach,Predicting HousingPrices: Simple Approach,Abhinand,2019-06-21 04:47:14.560000,177,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
janvichokshi/random-forest-xgb-ridge-lasso-all-in-one,"Random Forest, XGB, Ridge, Lasso : All in one",Janvi Chokshi,2020-06-23 12:57:34,174,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
bwboerman/r-data-table-glmnet-xgboost-with-caret,"R data.table, glmnet, xgboost with caret",Bart Boerman,2020-01-09 13:31:06.167000,174,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
faressayah/data-science-best-practices-with-pandas-part-1,Data Science BEST Practices with Pandas - PART 1,Fares Sayah,2023-02-15 22:45:30.353000,173,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
vikassingh1996/extensive-data-preprocessing-and-modeling,Extensive Data Preprocessing And Modeling,Vikas Singh,2019-08-20 13:38:34.980000,173,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
bextuychiev/beautiful-umap-tutorial-on-100-dimensional-data,Beautiful UMAP - Tutorial on 100-Dimensional Data,bexgboost,2023-02-21 17:25:50.597000,171,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
eraaz1/a-comprehensive-guide-to-advanced-regression,A Comprehensive Guide to Advanced Regression,Faysal,2019-07-27 07:03:17.393000,171,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
khashayarrahimi94/gold-price-forecasting-using-lstm-cnn-gru,Gold Price Forecasting using LSTM-CNN-GRU,Khashayar Rahimi,2022-12-26 20:11:36.900000,170,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
serkanpeldek/ev-fiyatlar-n-n-tahmini,Ev Fiyatlarının Tahmini,Serkan Peldek,2019-11-22 08:35:44.090000,169,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
lucabasa/houseprice-end-to-end-project,HousePrice - end to end project,Luca Basanisi,2020-04-14 20:08:36.440000,165,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
hugosjoberg/house-prices-prediction-using-keras,House prices prediction using keras,Hugo Sjöberg,2018-05-27 12:50:26.610000,165,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
bhatnagardaksh/gradient-descent-from-scratch,Gradient Descent from scratch,Daksh Bhatnagar,2024-11-09 03:54:38.250000,164,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
ilyapozdnyakov/house-prices-prediction-pyspark-guide,House prices prediction (PySpark guide),Ilya Pozdnyakov,2021-04-07 17:43:21.857000,164,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
daniilkrasnoproshin/comparison-xgbregressor-vs-ridgecv,Comparison: XGBRegressor vs. RidgeCV🗨️ 👏,Daniil Krasnoproshin,2025-04-23 04:41:06.827000,160,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
shilongzhuang/statistical-testing-guide-for-beginners,🤓📊 Statistical Testing Guide for Beginners,Shi Long Zhuang,2022-11-29 03:09:12.557000,158,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
sonalisingh1411/price-prediction-train-test-data-analysis,🏡 Price Prediction: Train & Test Data Analysis,🚀Sonali Singh,2022-03-09 17:55:53.460000,158,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
adibouayjan/house-price-step-by-step-modeling,House Price (step-by-step modeling),A. Oua.,2022-04-21 18:23:03.740000,156,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
kutlukatalay/house-prices-advanced-models-top-1-lgbm-regressor,House Prices-Advanced Models Top %1 LGBM Regressor,Kutluk Atalay,2023-03-09 18:58:04.463000,155,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
lasmith/house-price-regression-with-lightgbm, House Price Regression with LightGBM,Laurence Smith,2021-08-23 16:53:21.970000,155,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
hamzaben/eda-feature-eng-and-model-blending-top-20,"EDA, Feature Eng. and Model Blending [Top 20%]",Hamza B,2019-07-08 10:51:40.850000,155,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
nareshbhat/starter-guide-to-build-nlp-ml-model-in-pycaret,⚡Starter Guide to Build NLP-ML Model in PyCaret!⚡,Naresha Bhat,2021-01-01 12:20:43.173000,154,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
dfitzgerald3/randomforestregressor,RandomForestRegressor,BradenFitz-Gerald,2016-09-25 16:21:55.890000,154,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
lavanyashukla01/getting-started-with-kaggle-explore-the-dataset,Getting Started with Kaggle: Explore the dataset,Lavanya Shukla,2020-03-06 11:14:09.110000,153,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
bextuychiev/25-pandas-functions-you-didn-t-know-existed,25 Pandas Functions You Didn't Know Existed,bexgboost,2021-09-03 09:01:42.817000,152,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
shweta2407/house-prices-regression-predictive-analysis,House Prices Regression Predictive Analysis,shweta sharma,2021-07-06 12:01:59.993000,152,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
ohseokkim/house-prices-are-you-a-real-estate-agent,House-prices ( Are you a real estate agent? ),OH SEOK KIM,2021-12-14 06:42:04.510000,151,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
arootda/eda-fe-stacking-for-beginner-top-4,EDA + FE + Stacking for Beginner (Top 4%),Geunho Yu,2021-10-30 22:32:45.163000,151,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
samsonqian/predicting-house-prices-with-regression,Predicting House Prices with Regression,Samson Qian,2018-09-07 05:54:56.407000,150,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
desalegngeb/a-short-tutorial-in-r-easy-start,A short tutorial in R: Easy Start,A Legacy Grandmaster!,2025-10-14 14:33:23.690000,149,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
nareshbhat/eda-within-snap-of-fingers,EDA WITHIN SNAP OF FINGERS!!!,Naresha Bhat,2021-07-24 09:11:18.433000,147,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
datafan07/beginner-eda-with-feature-eng-and-blending-models,Beginner EDA with Feature Eng. and Blending Models,Ertuğrul Demir,2020-10-30 00:16:25.040000,147,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
josh24990/simple-stacking-approach-top-12-score,Simple stacking approach: Top 12% score,Joshua Reed,2019-02-24 22:40:07.330000,145,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
bextuychiev/no-bs-guide-to-hyperparameter-tuning-with-optuna,No BS Guide to Hyperparameter Tuning With Optuna,bexgboost,2021-07-30 16:08:32.323000,144,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
caicell/fun-python-eda-step-by-step,Fun Python EDA: Step by Step,Sang-eon Park,2018-03-13 12:16:25.497000,144,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
kartushovdanil/mlops-how-to-be-rock-of-ml,⚙️ MLops | How to be Rock of ML ⚙️,Kartushov Danil,2022-07-03 22:15:20.457000,143,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
zikazika/ensamble-methods-on-regression,Ensamble Methods on Regression,Noah Weber,2020-08-22 12:27:22.173000,143,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
nextbigwhat/eda-for-categorical-variables-a-beginner-s-way,EDA for Categorical Variables - A Beginner's Way,Samarth Agrawal,2018-12-26 03:34:10.033000,142,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
yassineghouzam/eda-introduction-to-ensemble-regression,"EDA, Introduction to Ensemble Regression",Yassine Ghouzam,2017-08-19 13:54:58.810000,142,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
meikegw/filling-up-missing-values,Filling up missing values,meikegw,2017-01-19 19:58:32.433000,141,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
darrylljk/predict-housing-prices,Predict Housing Prices,dljk_,2024-06-13 01:11:34.590000,140,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
abdullahdahabre23/house-prices-advanced-regression-techniques,House Prices - Advanced Regression Techniques,Abdullah Dahabre,2024-08-03 13:17:43.727000,139,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
pelkoja/visual-xgboost-tuning-with-caret,Visual XGBoost Tuning with caret,Jani,2018-07-04 10:12:22.653000,139,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
computervisi/eda-house-prices,EDA_House_Prices,MLCV,2024-12-07 14:19:43.300000,138,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
firstbloody/an-uncomplicated-model-top-2-or-top-1,An uncomplicated model：Top 2% or Top 1%,清水河小栗旬,2019-02-20 12:37:30.070000,138,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
ohseokkim/linear-nonlinear-scaling,Linear/NonLinear Scaling,OH SEOK KIM,2022-02-13 14:30:14.387000,137,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
mehmetisik/house-price-prediction,House Price Prediction,Mehmet ISIK,2023-07-24 16:03:51.007000,136,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
kdsharma/predicting-house-price-90-accuracy,🏠 Predicting House Price: 90% Accuracy ✨,Kumod Sharma,2023-07-15 04:20:46.620000,135,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
rohan1506/optimizing-pandas-like-a-pro,Optimizing Pandas like a Pro 🤖!!,Rohan,2022-03-10 18:25:49.343000,135,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
data13/predicting-house-prices-with-linear-regression,Predicting House Prices with Linear Regression,Asmaa,2021-06-10 05:37:10.010000,134,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
shashwatwork/guide-to-statistical-hypothesis-tests-in-python,Guide to Statistical Hypothesis Tests in Python,Shashwat Tiwari,2021-01-12 08:54:06.863000,134,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
abonaplata/analisis-exploratorio-de-datos-con-python,Analisis exploratorio de datos con Python,ABonaplata,2019-07-14 16:32:53.790000,134,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
rohan1506/pandas-tips-tricks-tutorial,Pandas Tips & Tricks - Tutorial,Rohan,2022-03-14 18:23:37.767000,133,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
amrelsayyad/house-prices-advanced-regression-techniques,House Prices Advanced Regression Techniques,Amr Elsayyad,2022-05-05 22:11:00.120000,131,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
desalegngeb/bokeh-visualization-library-guide-for-beginners,Bokeh visualization library: guide for beginners+,A Legacy Grandmaster!,2022-07-24 13:09:55.413000,131,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
vipin20/house-prices-eda-feature-engineering,House Prices EDA & feature Engineering ,Vipin Kumar,2021-08-04 17:15:47.920000,130,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
mysarahmadbhat/types-of-transformations-for-better-distribution,TYPES OF TRANSFORMATIONS FOR BETTER DISTRIBUTION📉,mysar ahmad bhat,2022-10-11 04:44:50.193000,129,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
mysarahmadbhat/python-from-zero-to,PYTHON FROM ZERO TO 🦸‍♂️🦸‍♀️🔥,mysar ahmad bhat,2022-01-29 14:59:37.843000,128,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
kongnyooong/house-price-tutorial-for-korean-beginners,[House Price] Tutorial For Korean Beginners (한글커널),HONG_YP,2019-09-28 19:50:33.670000,128,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
jimthompson/regularized-linear-models-in-r,Regularized Linear Models (In R),JMT5802,2016-09-25 13:19:38.523000,128,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
joshuahiller/comprehensive-data-exploration-with-python,Comprehensive data exploration with Python,Joshua Hiller,2022-07-12 13:01:38.660000,126,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
eliotbarr/stacking-starter,Stacking Starter,Eliot Barril,2017-04-09 15:27:02.510000,125,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
markmedhat/house-prices-advanced-regression-techniques,house-prices-advanced-regression-techniques,Mark Medhat,2024-03-12 23:59:51.547000,124,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
rajmehra03/python-for-dsa-interviews,Python for DSA Interviews,Raj Mehrotra,2022-08-24 05:40:44.433000,124,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
chocozzz/beginner-challenge-house-prices,Beginner Challenge : House Prices,choco,2018-11-27 00:35:08.893000,123,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
nadzmiagthomas/pytorch-regression,🔥PyTorch - Regression🔥,Nadzmi,2023-01-10 14:30:48.197000,122,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
brendan45774/house-predict-solution,House predict solution ,Brenda N,2021-06-04 14:06:13.007000,122,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
maheshnanavare/housing-prices2-xgboost-gridsearch,"Housing Prices2 (XGBoost, GridSearch)",Mahesh Nanavare,2022-11-07 07:48:15.460000,121,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
vikumsw/house-prices-solution-beginner,House Prices Solution (Beginner),Vikum Sri Wijesinghe,2019-09-08 06:59:42.680000,121,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
ekrembayar/house-price-prediction-lgbm-lb-24,House Price Prediction - LGBM (LB: %24),Ekrem Bayar,2021-03-25 12:05:52.243000,120,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
adnanzaidi/basic-tutorial-exploratory-data-analysis,Basic Tutorial - Exploratory Data Analysis,Adnan Zaidi,2019-08-29 13:29:22.143000,120,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
limyenwee/stacked-ensemble-models-top-3-on-leaderboard,Stacked Ensemble Models (Top 3% on Leaderboard),Yen Wee Lim,2022-12-30 06:55:02.797000,119,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
kabure/houseprices-pipeline-featuretools-tpot,HousePrices [Pipeline + featuretools + TPOT],Leonardo Ferreira,2018-07-11 19:12:58.363000,119,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
suvroo/wrapper-feature-selection-and-pca,Wrapper feature selection and PCA,Suvradeep,2024-07-14 06:31:04.183000,118,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
faressayah/xgboost-vs-lightgbm-vs-catboost-vs-adaboost,XGBoost vs LightGBM vs CatBoost vs AdaBoost,Fares Sayah,2023-10-08 21:28:20.060000,118,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
dmkravtsov/3-2-house-prices,# 3.2 House Prices,Dmitriy Kravtsov,2020-12-10 09:50:30.780000,118,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
vikumsw/guide-for-comprehensive-data-exploration-in-python,Guide for Comprehensive Data Exploration in Python,Vikum Sri Wijesinghe,2019-09-01 17:54:37.500000,118,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
plasticgrammer/house-prices-prediction-playground, House Prices Prediction: playground,plasticgrammer,2022-01-09 10:54:06.117000,118,house-prices-advanced-regression-techniques,Dados Tabulares,0,0,0,0,0,0,0,0,0
